asset_id,hostname,environment,application,service_owner,business_unit,status,region,os_type,lifecycle_state
ASSET-009462,customer-portal-staging-9462.internal,staging,customer-portal,Customer Experience Team,Retail,active,eu-west,macos,active
ASSET-009463,auth-service-staging-9463.internal,staging,auth-service,Security Team,Platform,active,us-east,windows,active
ASSET-009464,reporting-dashboard-dev-9464.internal,dev,reporting-dashboard,Data Engineering,Platform,decommissioned,us-east,linux,deprecated
ASSET-009465,inventory-service-prod-9465.internal,prod,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-009466,notification-service-staging-9466.internal,staging,notification-service,Platform Engineering,Platform,decommissioned,us-west,linux,deprecated
ASSET-009467,search-service-dev-9467.internal,dev,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-009468,shipping-tracker-dev-9468.internal,dev,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009469,reporting-dashboard-dev-9469.internal,dev,reporting-dashboard,Data Engineering,Platform,active,eu-west,windows,deprecated
ASSET-009470,reporting-dashboard-prod-9470.internal,prod,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,deprecated
ASSET-009471,notification-service-dev-9471.internal,dev,notification-service,Platform Engineering,Platform,active,us-east,macos,provisioning
ASSET-009472,warehouse-management-dev-9472.internal,dev,warehouse-management,Logistics Team,Logistics,active,eu-west,linux,deprecated
ASSET-009473,warehouse-management-dev-9473.internal,dev,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009474,recommendation-engine-dev-9474.internal,dev,recommendation-engine,Data Engineering,Retail,active,eu-west,windows,deprecated
ASSET-009475,payment-gateway-qa-9475.internal,qa,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-009476,order-service-prod-9476.internal,prod,order-service,Platform Engineering,Retail,active,ap-southeast,linux,retired
ASSET-009477,notification-service-qa-9477.internal,qa,notification-service,Platform Engineering,Platform,active,ap-southeast,linux,active
ASSET-009478,inventory-service-prod-9478.internal,prod,inventory-service,Logistics Team,Logistics,decommissioned,us-west,linux,active
ASSET-009479,customer-portal-dev-9479.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-009480,search-service-qa-9480.internal,qa,search-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-009481,analytics-pipeline-prod-9481.internal,prod,analytics-pipeline,Data Engineering,Platform,decommissioned,ap-southeast,linux,active
ASSET-009482,shipping-tracker-staging-9482.internal,staging,shipping-tracker,Logistics Team,Logistics,decommissioned,us-west,macos,provisioning
ASSET-009483,order-service-prod-9483.internal,prod,order-service,Platform Engineering,Retail,active,ap-southeast,windows,deprecated
ASSET-009484,shipping-tracker-dev-9484.internal,dev,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,windows,active
ASSET-009485,auth-service-qa-9485.internal,qa,auth-service,Security Team,Platform,active,eu-west,windows,active
ASSET-009486,warehouse-management-staging-9486.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-east,windows,active
ASSET-009487,notification-service-dev-9487.internal,dev,notification-service,Platform Engineering,Platform,active,eu-west,linux,active
ASSET-009488,customer-portal-prod-9488.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,windows,active
ASSET-009489,analytics-pipeline-dev-9489.internal,dev,analytics-pipeline,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009490,inventory-service-dev-9490.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,linux,provisioning
ASSET-009491,shipping-tracker-prod-9491.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009492,order-service-staging-9492.internal,staging,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-009493,billing-engine-prod-9493.internal,prod,billing-engine,Payments Team,Finance,active,us-west,linux,provisioning
ASSET-009494,auth-service-prod-9494.internal,prod,auth-service,Security Team,Platform,active,eu-west,macos,active
ASSET-009495,analytics-pipeline-dev-9495.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-009496,search-service-staging-9496.internal,staging,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-009497,notification-service-prod-9497.internal,prod,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-009498,reporting-dashboard-dev-9498.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,retired
ASSET-009499,reporting-dashboard-qa-9499.internal,qa,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,linux,active
ASSET-009500,inventory-service-prod-9500.internal,prod,inventory-service,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009501,reporting-dashboard-dev-9501.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-west,windows,active
ASSET-009502,payment-gateway-prod-9502.internal,prod,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-009503,shipping-tracker-qa-9503.internal,qa,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009504,billing-engine-prod-9504.internal,prod,billing-engine,Payments Team,Finance,active,eu-west,linux,active
ASSET-009505,order-service-staging-9505.internal,staging,order-service,Platform Engineering,Retail,active,us-east,linux,provisioning
ASSET-009506,notification-service-staging-9506.internal,staging,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-009507,payment-gateway-prod-9507.internal,prod,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-009508,billing-engine-dev-9508.internal,dev,billing-engine,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-009509,fraud-detection-staging-9509.internal,staging,fraud-detection,Security Team,Finance,active,ap-southeast,linux,active
ASSET-009510,reporting-dashboard-prod-9510.internal,prod,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,active
ASSET-009511,shipping-tracker-prod-9511.internal,prod,shipping-tracker,Logistics Team,Logistics,decommissioned,us-east,linux,active
ASSET-009512,analytics-pipeline-prod-9512.internal,prod,analytics-pipeline,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009513,billing-engine-staging-9513.internal,staging,billing-engine,Payments Team,Finance,maintenance,us-west,linux,active
ASSET-009514,auth-service-staging-9514.internal,staging,auth-service,Security Team,Platform,active,us-east,windows,active
ASSET-009515,search-service-qa-9515.internal,qa,search-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-009516,api-gateway-staging-9516.internal,staging,api-gateway,SRE Team,Platform,active,us-west,windows,provisioning
ASSET-009517,auth-service-staging-9517.internal,staging,auth-service,Security Team,Platform,active,us-east,linux,active
ASSET-009518,order-service-dev-9518.internal,dev,order-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-009519,reporting-dashboard-dev-9519.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-west,linux,active
ASSET-009520,reporting-dashboard-staging-9520.internal,staging,reporting-dashboard,Data Engineering,Platform,active,eu-west,windows,retired
ASSET-009521,customer-portal-dev-9521.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,active
ASSET-009522,billing-engine-dev-9522.internal,dev,billing-engine,Payments Team,Finance,active,ap-southeast,windows,active
ASSET-009523,fraud-detection-dev-9523.internal,dev,fraud-detection,Security Team,Finance,active,ap-southeast,windows,active
ASSET-009524,billing-engine-prod-9524.internal,prod,billing-engine,Payments Team,Finance,active,eu-west,linux,deprecated
ASSET-009525,billing-engine-prod-9525.internal,prod,billing-engine,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-009526,reporting-dashboard-staging-9526.internal,staging,reporting-dashboard,Data Engineering,Platform,active,eu-west,linux,active
ASSET-009527,fraud-detection-prod-9527.internal,prod,fraud-detection,Security Team,Finance,active,us-east,windows,active
ASSET-009528,billing-engine-prod-9528.internal,prod,billing-engine,Payments Team,Finance,active,ap-southeast,linux,deprecated
ASSET-009529,payment-gateway-dev-9529.internal,dev,payment-gateway,Payments Team,Finance,active,ap-southeast,macos,active
ASSET-009530,auth-service-dev-9530.internal,dev,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009531,recommendation-engine-dev-9531.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-west,windows,active
ASSET-009532,customer-portal-dev-9532.internal,dev,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-009533,analytics-pipeline-qa-9533.internal,qa,analytics-pipeline,Data Engineering,Platform,maintenance,us-west,linux,provisioning
ASSET-009534,search-service-dev-9534.internal,dev,search-service,Platform Engineering,Retail,decommissioned,us-west,linux,active
ASSET-009535,inventory-service-prod-9535.internal,prod,inventory-service,Logistics Team,Logistics,maintenance,eu-west,windows,active
ASSET-009536,analytics-pipeline-staging-9536.internal,staging,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-009537,warehouse-management-qa-9537.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,windows,active
ASSET-009538,shipping-tracker-prod-9538.internal,prod,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,deprecated
ASSET-009539,analytics-pipeline-prod-9539.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-009540,recommendation-engine-prod-9540.internal,prod,recommendation-engine,Data Engineering,Retail,active,us-east,linux,active
ASSET-009541,order-service-prod-9541.internal,prod,order-service,Platform Engineering,Retail,active,us-west,windows,active
ASSET-009542,search-service-prod-9542.internal,prod,search-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009543,shipping-tracker-staging-9543.internal,staging,shipping-tracker,Logistics Team,Logistics,maintenance,us-west,windows,active
ASSET-009544,notification-service-prod-9544.internal,prod,notification-service,Platform Engineering,Platform,maintenance,us-east,windows,active
ASSET-009545,search-service-dev-9545.internal,dev,search-service,Platform Engineering,Retail,active,eu-west,macos,active
ASSET-009546,order-service-qa-9546.internal,qa,order-service,Platform Engineering,Retail,active,eu-west,linux,retired
ASSET-009547,order-service-qa-9547.internal,qa,order-service,Platform Engineering,Retail,maintenance,us-west,linux,provisioning
ASSET-009548,auth-service-dev-9548.internal,dev,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-009549,api-gateway-dev-9549.internal,dev,api-gateway,SRE Team,Platform,active,us-east,linux,deprecated
ASSET-009550,order-service-dev-9550.internal,dev,order-service,Platform Engineering,Retail,active,us-east,linux,active
ASSET-009551,warehouse-management-dev-9551.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-west,windows,active
ASSET-009552,inventory-service-dev-9552.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-009553,billing-engine-qa-9553.internal,qa,billing-engine,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-009554,auth-service-prod-9554.internal,prod,auth-service,Security Team,Platform,active,us-west,linux,active
ASSET-009555,billing-engine-staging-9555.internal,staging,billing-engine,Payments Team,Finance,active,us-west,windows,active
ASSET-009556,inventory-service-staging-9556.internal,staging,inventory-service,Logistics Team,Logistics,active,us-west,linux,active
ASSET-009557,warehouse-management-dev-9557.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-west,windows,active
ASSET-009558,customer-portal-prod-9558.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-009559,warehouse-management-dev-9559.internal,dev,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009560,search-service-dev-9560.internal,dev,search-service,Platform Engineering,Retail,active,us-east,macos,active
ASSET-009561,analytics-pipeline-qa-9561.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,provisioning
ASSET-009562,customer-portal-prod-9562.internal,prod,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-009563,search-service-prod-9563.internal,prod,search-service,Platform Engineering,Retail,active,us-west,windows,retired
ASSET-009564,api-gateway-prod-9564.internal,prod,api-gateway,SRE Team,Platform,active,eu-west,linux,active
ASSET-009565,reporting-dashboard-staging-9565.internal,staging,reporting-dashboard,Data Engineering,Platform,active,us-east,linux,retired
ASSET-009566,reporting-dashboard-qa-9566.internal,qa,reporting-dashboard,Data Engineering,Platform,active,us-west,macos,retired
ASSET-009567,shipping-tracker-staging-9567.internal,staging,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-009568,analytics-pipeline-dev-9568.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,macos,deprecated
ASSET-009569,notification-service-dev-9569.internal,dev,notification-service,Platform Engineering,Platform,active,us-west,windows,active
ASSET-009570,api-gateway-prod-9570.internal,prod,api-gateway,SRE Team,Platform,active,us-east,linux,active
